0,1,2,3,4,5,6,7,8,9,10,11,12,Label,Filename
34.970894,99.90803,-25.084242,24.533592,7.512175,-0.6307317,-13.336256,-2.2217414,-2.778663,-5.9502826,-5.959236,-2.8883905,-5.2506614,blues,blues.00006_noise.wav
30.078344,106.02886,-29.51603,27.14764,6.2608,0.0072945347,-13.869942,-1.7062929,-3.2591417,-5.5930643,-6.1988883,-2.735144,-5.3317986,blues,blues.00006_original.wav
4.460985,104.421104,-36.23759,31.614292,1.3331805,-8.483685,-16.30829,0.35297808,-7.9261546,-6.239217,-6.6031,-4.4863114,-10.87533,blues,blues.00006_pitch.wav
183.81569,51.32967,-9.651195,9.553899,4.2567134,-0.47812843,-5.7788005,-3.7362335,-2.585342,-3.2240293,-3.9424057,-2.3121874,-2.4051712,blues,blues.00006_reverb.wav
-0.6831732,117.47571,-37.98655,31.260813,7.799291,-0.4319062,-17.406015,-1.952317,-4.6624403,-5.9714026,-6.8923063,-2.730778,-5.455466,blues,blues.00006_stretch.wav
40.88554,98.48426,-5.0580535,21.117126,9.428894,3.0987873,-5.7518697,0.9708602,-2.7650154,-3.2033787,-3.9393933,-4.4005294,-2.8355632,blues,blues.00007_compress.wav
29.006641,117.977264,-16.085663,27.541689,6.802359,4.9704924,-10.106017,3.1872725,-5.106614,-3.1979508,-4.9026475,-5.2571015,-3.8397734,blues,blues.00007_noise.wav
25.710085,122.317444,-19.716398,30.411217,4.5782294,6.7596707,-11.569328,4.350445,-5.971561,-2.6042562,-5.31973,-4.947028,-4.0338535,blues,blues.00007_original.wav
2.3233078,116.05963,-22.163336,31.955395,0.74890864,0.83628035,-14.000456,5.972274,-13.586382,-1.2612076,-10.216864,-3.2839282,-9.315538,blues,blues.00007_pitch.wav
175.00093,62.532284,-3.7425277,9.385977,2.2401483,0.5861937,-2.034736,-0.6330568,-1.4810268,-1.4410105,-2.5531147,-2.7036154,-3.032567,blues,blues.00007_reverb.wav
-5.997674,128.68678,-25.182657,34.992058,2.0555582,9.22269,-16.921804,6.3411713,-9.333032,-2.982816,-6.379305,-6.139336,-3.5160286,blues,blues.00007_stretch.wav
64.559685,96.410034,1.7335314,25.838839,6.9192147,6.866673,-1.6809182,8.802958,2.2836602,9.115781,2.661644,0.48893273,-2.5093808,blues,blues.00008_compress.wav
67.94097,107.21788,-6.126482,31.09463,2.0937572,9.770462,-6.52675,11.735203,-1.8457254,11.238769,-0.417331,1.3927337,-5.028288,blues,blues.00008_noise.wav
67.3257,108.05093,-6.8985057,31.820911,1.4178311,10.402712,-7.125371,12.300141,-2.3768892,11.728324,-0.8626523,1.7917869,-5.382365,blues,blues.00008_original.wav
46.10999,102.19814,-2.2868202,28.460012,1.3577075,4.4555764,-3.0694296,12.46324,-1.2350903,10.915752,-7.016036,-0.5856778,-6.589148,blues,blues.00008_pitch.wav
184.94987,63.631042,5.4559107,13.632968,5.354649,3.7264688,1.2426211,5.1050587,3.5197375,4.858093,3.0707939,0.99007314,-0.28017423,blues,blues.00008_reverb.wav
37.105507,112.164116,-9.595201,34.989616,-1.9268023,12.603655,-11.4494915,16.239676,-5.4682584,14.688779,-1.9815419,2.9732544,-7.5510097,blues,blues.00008_stretch.wav
60.39242,81.225105,-3.5701053,19.660883,-9.866416,-0.03800708,-2.1289117,-1.8352568,-6.4373736,-0.6538879,-3.2341163,-1.2690178,0.4434216,blues,blues.00009_compress.wav
61.467472,91.301765,-10.783839,25.55625,-14.085875,3.6123405,-5.6651835,0.44911095,-8.763058,0.096620865,-5.1457543,-0.56592,-0.6645335,blues,blues.00009_noise.wav
60.316727,92.8416,-12.193274,26.86793,-15.288571,4.725031,-6.701743,1.40552,-9.644145,0.8990389,-5.8736644,0.0805722,-1.2278073,blues,blues.00009_original.wav
36.824104,89.25134,-9.125117,23.336735,-18.731583,5.045241,-6.828176,-1.5275302,-10.421947,2.678452,-7.9326496,3.5945683,-7.6521955,blues,blues.00009_pitch.wav
183.19394,51.862,-1.7861443,7.9265056,-5.6696954,-3.0950634,-2.1641781,-4.3048234,-5.883511,-2.7256334,-3.5131583,-2.5230029,-0.31917936,blues,blues.00009_reverb.wav
31.109417,99.82363,-15.277833,31.098854,-19.6418,6.115712,-7.7120905,2.4616182,-12.571786,1.9042064,-6.4446435,0.21240896,0.11117928,blues,blues.00009_stretch.wav
42.685146,96.09455,-10.91501,9.786807,-7.6321235,-3.254325,-4.769991,0.8280778,0.7855263,-1.1846186,-0.46476308,0.8443081,-0.26487777,blues,blues.00010_compress.wav
36.157654,114.14286,-20.262619,15.608067,-11.043344,-1.8799913,-7.55166,1.4151413,0.33293515,-1.2501401,-2.0966094,0.4767928,-0.9238999,blues,blues.00010_noise.wav
33.60224,117.41979,-22.948696,17.840603,-12.854535,-0.45327774,-8.695076,2.320309,-0.3626903,-0.7149493,-2.5222838,0.7771293,-1.1220356,blues,blues.00010_original.wav
18.649258,112.12466,-27.705753,17.574186,-16.427029,2.5976105,-7.887809,5.7153525,-4.4378386,0.62644446,-1.8194137,0.23019248,-4.519583,blues,blues.00010_pitch.wav
185.4432,58.635357,-7.042272,3.9916005,-4.3603573,-3.4236653,-2.7056136,0.3412753,0.18062188,-1.2787865,-0.8553919,0.26370314,-0.1562894,blues,blues.00010_reverb.wav
12.135528,125.57722,-29.736301,23.876175,-17.028105,3.3768418,-10.9684925,5.067208,-2.535768,0.40412253,-1.41805,1.7808706,-3.1516342,blues,blues.00010_stretch.wav
-1.5495311,112.810394,15.867034,23.670727,6.7524676,10.733598,2.1426313,5.1345625,2.5454123,3.4039521,-0.97414863,-0.23923694,-0.6138528,blues,blues.00011_compress.wav
-19.516829,133.13889,7.616593,31.316654,2.0256104,14.198127,-2.6798275,7.0261874,-0.012694786,5.0798287,-3.5304513,-0.35190636,-2.3282397,blues,blues.00011_noise.wav
-24.298836,139.38919,2.4349933,35.497955,-1.3668157,17.045803,-5.1456246,9.155738,-1.8546801,6.6604247,-4.835667,0.6716066,-3.076147,blues,blues.00011_original.wav
-43.056736,126.40147,5.855178,30.330086,-1.6400726,14.089195,-5.478179,10.215848,-2.6591423,3.3119123,-10.914143,1.0934619,-8.785821,blues,blues.00011_pitch.wav
146.40985,78.64177,11.290291,13.877398,4.386244,6.7891254,2.1904316,3.0139723,0.94799984,1.4354376,0.3492474,0.54583704,0.12961045,blues,blues.00011_reverb.wav
-51.452652,137.25897,2.9141722,37.819405,-3.8732567,19.589788,-6.894412,10.95457,-2.5406137,7.7192144,-6.3922553,0.7330047,-3.6756196,blues,blues.00011_stretch.wav
26.790956,94.90169,1.0653813,29.89717,4.5995216,1.4510537,4.7415,-2.9403005,-5.5380893,3.6392374,0.46973178,-2.2788284,-0.97660077,blues,blues.00012_compress.wav
12.486774,113.24174,-7.3286467,40.223976,0.46600166,4.3586664,3.5262196,-2.4097922,-8.730075,5.4758677,-0.3063539,-1.5562243,-1.1044058,blues,blues.00012_noise.wav
9.385199,117.18869,-10.552692,42.989574,-1.9805728,6.5360947,1.6077592,-0.6532484,-10.40476,6.9800096,-1.5715482,-0.49614444,-2.0041256,blues,blues.00012_original.wav
-17.87564,112.81215,-8.423405,47.739,-5.0239477,7.326392,-0.8459471,-7.753522,-4.9892464,9.248201,-5.8702307,0.7742649,-3.6891348,blues,blues.00012_pitch.wav
174.26506,59.325336,-0.08251123,15.039825,2.2088578,1.0511024,2.1990032,-1.2846113,-2.4595823,1.6665289,-0.5753237,-2.6568758,-2.4976566,blues,blues.00012_reverb.wav
-25.47419,123.1538,-15.664786,51.581524,-1.0368326,8.032379,1.1525357,-1.6374635,-13.5500765,7.2412195,-2.3984885,-0.18085045,-0.9233465,blues,blues.00012_stretch.wav
16.358202,106.27101,10.197323,24.027826,5.778691,4.236403,3.191778,1.1481346,-6.6473746,3.3790548,-0.7400258,-2.8843443,-1.0277126,blues,blues.00013_compress.wav
4.431375,123.279945,4.258167,32.19119,0.7858563,8.943613,0.02789123,4.960927,-12.897374,7.6832366,-2.8189263,-0.98280275,-3.0514088,blues,blues.00013_noise.wav
2.348516,126.02157,1.7874646,34.51055,-1.4230431,11.081859,-2.0009499,6.894279,-14.747968,9.415268,-4.415012,0.46425584,-4.3720026,blues,blues.00013_original.wav
-22.566715,120.24126,7.034521,33.63252,1.3283931,5.469768,0.37227514,-3.848979,-9.487229,11.437457,-9.224478,1.8792402,-0.19923545,blues,blues.00013_pitch.wav
170.19731,70.45326,1.8922465,12.656953,2.5642045,1.2468059,0.7170664,-1.5662597,-3.2299616,0.24380112,-0.29928055,-1.6688284,-0.99623406,blues,blues.00013_reverb.wav
-32.751167,129.98245,0.7147059,41.411076,0.5362754,12.177946,-2.9613123,7.4451237,-19.767239,11.763274,-5.5849576,-0.20831068,-4.3888187,blues,blues.00013_stretch.wav
12.461715,93.41142,4.3666563,23.927568,7.665449,5.701597,2.5850961,-1.2832029,-3.1725793,6.3231673,4.3408623,1.5476557,3.1034203,blues,blues.00014_compress.wav
-2.0744631,107.94665,-0.77664626,31.898588,6.1289744,8.516529,1.4840149,0.35458076,-6.2546296,9.213564,3.9261453,1.9407837,2.4938326,blues,blues.00014_noise.wav
-5.273524,111.89927,-3.9084914,34.642677,3.6386678,10.784726,-0.6077274,2.3642533,-8.210415,10.974443,2.4560966,3.19131,1.3550535,blues,blues.00014_original.wav
-28.843824,106.92468,-3.5515027,35.87598,4.687224,7.3112473,-2.0395617,-2.9085948,0.39503986,15.131288,-1.2189778,4.1493583,3.3106875,blues,blues.00014_pitch.wav
166.99501,63.060074,-3.517947,9.939673,2.6495283,1.0398847,-1.3669744,-3.4079876,-2.7955854,2.732692,2.847912,0.65760136,1.1325418,blues,blues.00014_reverb.wav
-36.95394,116.124146,-8.082623,38.71062,5.9517307,11.266281,-1.9314657,0.07699967,-9.8099,12.57449,3.2306097,2.3583832,2.7789636,blues,blues.00014_stretch.wav
34.17072,92.30253,-1.5891858,22.730803,4.926569,4.2855062,5.2262816,-0.988837,-5.7922835,4.7669187,2.554438,-1.4278866,-0.9623057,blues,blues.00015_compress.wav
26.673063,107.40936,-9.091957,30.92683,1.5333158,7.167869,3.3127317,1.1144011,-9.834311,8.121506,1.408239,-0.69757235,-2.0720534,blues,blues.00015_noise.wav
24.778015,109.91723,-11.31462,32.955322,-0.3243544,8.880108,1.6997888,2.6501682,-11.289334,9.454769,0.24329734,0.3119937,-2.9938517,blues,blues.00015_original.wav
-1.478933,107.22001,-9.884639,34.46959,-0.6514847,8.435242,1.7302908,-5.841584,-4.9998674,13.901981,-5.1452518,-0.5017638,-3.2993896,blues,blues.00015_pitch.wav
174.18828,60.587944,-4.053677,9.670962,0.95011955,0.85373616,0.85086304,-2.264244,-3.1700094,1.3807076,1.2023854,-1.7159574,-2.2942696,blues,blues.00015_reverb.wav
-8.367192,117.70173,-16.33662,37.45412,-0.25748885,10.531973,2.02249,2.380325,-14.922449,11.38263,0.8926444,0.77524436,-2.380145,blues,blues.00015_stretch.wav
26.541183,94.43849,2.7532382,21.334465,6.688471,7.137188,1.9413139,-0.25585222,-4.1146207,7.3752155,3.9377604,0.2225302,0.08488676,blues,blues.00016_compress.wav
18.878183,106.38687,-2.2243552,28.773605,3.8999684,11.848566,-1.5457572,2.640437,-8.004256,10.651989,1.9943354,1.437351,-1.1197146,blues,blues.00016_noise.wav
16.59082,109.406815,-4.910887,31.284006,1.4779166,14.195435,-3.7744517,4.7545958,-10.0243025,12.519431,0.31175137,2.968083,-2.525322,blues,blues.00016_original.wav
-7.7112203,105.71042,-3.6583896,29.783274,3.8059208,8.745465,-2.8442323,-2.5135703,-1.8311698,15.183085,-4.3749237,2.7204611,0.29563364,blues,blues.00016_pitch.wav
174.57915,63.731754,-2.7133949,10.30083,3.7463303,3.6149154,1.2702566,-1.0956434,-0.9661075,4.0790334,3.262503,0.0755278,-0.50694096,blues,blues.00016_reverb.wav
-16.519249,115.28746,-9.423133,34.758675,1.915593,14.794525,-4.115464,3.7847912,-12.655277,15.110188,0.8248353,2.719933,-2.5172465,blues,blues.00016_stretch.wav
18.744894,108.0112,7.1614375,31.384916,12.128422,3.7020006,4.7600627,0.952443,-4.8145194,3.5492868,3.3268125,-2.0578809,0.76030016,blues,blues.00017_compress.wav
0.112873144,128.89146,-0.6985476,41.724735,10.408891,5.7849207,4.396527,1.8703235,-7.8581805,5.050428,3.4151874,-2.2049634,0.79895246,blues,blues.00017_noise.wav
-4.8996744,135.27086,-5.8242383,45.887745,7.0372553,8.571351,1.9751424,4.050205,-9.86206,6.7171874,2.1654081,-1.23189,0.015222785,blues,blues.00017_original.wav
-31.609764,129.97646,-3.2590497,51.853203,5.0495214,6.4870105,1.7793474,-2.7277071,-6.599778,13.205749,-3.075813,-0.6110033,2.1110814,blues,blues.00017_pitch.wav
170.62492,69.51967,0.7868478,15.289175,4.8186383,1.348758,0.8497214,-0.7338406,-3.0494714,0.69723505,0.5441357,-2.2139575,-1.7115455,blues,blues.00017_reverb.wav
-42.075275,137.67154,-10.052519,53.235718,10.369366,9.254049,1.7332357,3.0051303,-13.099911,6.958833,4.0682983,-2.5979147,0.7321771,blues,blues.00017_stretch.wav
23.831161,94.0334,5.4364676,20.80665,4.4141374,5.9848123,2.4136987,-0.98551184,-6.82982,3.5580926,0.39766213,-0.9101636,0.4744954,blues,blues.00018_compress.wav
15.898895,107.64936,0.96787554,28.171335,-0.11935361,10.977218,-1.0569344,2.2538128,-11.637269,6.831718,-1.9077784,1.1627618,-0.9488915,blues,blues.00018_noise.wav
14.556923,109.41233,-0.6141651,29.667717,-1.5638288,12.356378,-2.3584285,3.505332,-12.834499,7.9504333,-2.928283,2.0919363,-1.8084589,blues,blues.00018_original.wav
-14.600493,103.68976,5.2206054,29.175505,2.1463938,9.344226,-2.1732953,-5.011938,-7.311923,10.914588,-6.2844934,4.18943,1.3415401,blues,blues.00018_pitch.wav
166.5122,64.58094,0.9540645,11.574782,2.4307008,2.0278003,1.145641,-2.1686473,-3.6867707,0.9873992,0.14961971,-1.0771265,-0.11576457,blues,blues.00018_reverb.wav
-21.466303,113.765755,-0.30271158,35.376926,0.065833144,14.662449,-3.8311546,3.4310856,-17.190691,10.017825,-4.1905074,1.7188193,-1.9138951,blues,blues.00018_stretch.wav
20.42494,101.442375,3.7406602,22.667719,4.8878174,2.821052,2.38249,-2.7400348,-4.208094,3.2967982,1.0941043,-0.06788785,0.6888414,blues,blues.00019_compress.wav
2.8766134,122.61515,-2.750107,32.11247,2.4578848,4.601256,1.4613065,-2.4153917,-7.3335776,6.05429,-0.58966666,0.26426923,0.62563413,blues,blues.00019_noise.wav
-1.0612888,127.66336,-6.8598723,35.493374,-0.38196844,7.0593834,-0.7555883,-0.3408977,-9.311585,7.874757,-2.1262345,1.5345871,-0.45699948,blues,blues.00019_original.wav
-26.114538,123.16065,-5.154207,37.78481,-2.4452298,4.5840373,-2.3007112,-7.0247936,-2.7178571,9.434665,-4.3547587,3.681772,-1.4896406,blues,blues.00019_pitch.wav
167.43256,66.00315,-2.3626144,10.036537,1.0890164,0.7310717,0.5175646,-0.9601733,-1.7694106,1.4123335,1.3436813,-0.93584603,-1.9713243,blues,blues.00019_reverb.wav
-35.170208,132.55676,-9.693426,41.90796,0.7802624,7.1546726,-0.6792616,-2.0159872,-11.685004,8.884693,-2.3700125,1.4145454,0.018474817,blues,blues.00019_stretch.wav
30.899082,107.25456,7.822958,20.174448,5.667585,5.8067417,0.85339504,0.9237637,-5.0324473,4.304993,0.37526536,-0.35389075,-0.77189827,blues,blues.00020_compress.wav
23.667639,121.37899,2.6113117,27.773306,1.1240872,10.942133,-2.976385,4.9195733,-10.752919,8.723857,-2.1463523,1.6443139,-3.0877695,blues,blues.00020_noise.wav
21.862967,123.80361,0.40334767,29.848433,-0.8599044,12.843852,-4.81486,6.697897,-12.44768,10.303578,-3.6072283,2.9973283,-4.343085,blues,blues.00020_original.wav
-1.4796307,119.09766,4.640646,28.490904,2.743675,7.5025063,-1.826783,-1.1180849,-6.3219604,10.878831,-6.7972007,2.1925495,-4.436498,blues,blues.00020_pitch.wav
174.47452,69.86129,0.24540651,10.382765,2.9821203,2.2232,-0.05914851,-1.1584711,-1.6842675,0.7388647,-0.0756974,-1.0072538,-1.6939334,blues,blues.00020_reverb.wav
-11.387008,128.86803,-1.315416,34.807495,-1.0401133,13.521658,-6.040577,7.1495466,-15.605896,12.31781,-4.720202,3.4776363,-4.7003455,blues,blues.00020_stretch.wav
-0.74901557,107.35888,13.760047,25.968687,11.540651,9.203802,5.6114354,0.2844556,-2.4592881,6.5114794,2.4589825,-1.0494922,1.0564564,blues,blues.00021_compress.wav
-25.07005,126.53425,11.873633,32.731934,11.267252,12.86154,4.539297,0.76384324,-6.9329596,10.287893,2.2627132,-0.6253825,0.5584452,blues,blues.00021_noise.wav
-30.55006,133.1096,7.0598,36.753166,7.6035957,16.243984,1.4275916,3.7064219,-9.8300495,12.913815,0.15185538,1.0757837,-0.9416751,blues,blues.00021_original.wav
-56.479187,127.632454,9.163233,37.813747,10.304813,11.600988,0.8493708,-4.3326163,-1.5464485,15.418491,-5.56013,2.4819918,1.3556316,blues,blues.00021_pitch.wav
151.78027,74.036224,1.4839457,13.8541765,4.8484235,4.283231,2.6198199,0.29069713,-0.095460154,3.2341986,1.2326661,-0.80310684,-0.5705026,blues,blues.00021_reverb.wav
-64.19248,136.71059,5.0788674,41.035744,10.453949,16.640205,2.5520184,2.6270266,-11.974487,14.418567,1.1270809,-0.33042017,0.5050087,blues,blues.00021_stretch.wav
19.91512,102.271255,8.10249,25.225933,7.0475197,5.643414,5.812392,-1.19249,-3.6678646,7.1815796,3.3984814,-0.09137656,2.728802,blues,blues.00022_compress.wav
3.1317663,121.96243,3.086718,32.50735,4.601915,8.055279,4.9976373,-0.57800233,-6.9481215,10.65094,2.779158,-0.25960982,2.3266304,blues,blues.00022_noise.wav
-0.9707652,127.03575,-0.7830581,35.711296,1.7062773,10.678188,2.661742,1.6106005,-9.039364,12.516592,1.2193357,1.029491,1.2001519,blues,blues.00022_original.wav
-27.18577,122.36569,0.59412986,37.357773,1.9486914,8.629554,2.073046,-5.3845196,-0.7874477,15.838061,-5.170378,3.547483,2.3998497,blues,blues.00022_pitch.wav
168.0655,67.192375,0.9449257,14.466617,4.01987,2.7464397,2.2278337,-1.256562,-1.7334293,3.9850032,2.4998608,0.16614518,1.2449139,blues,blues.00022_reverb.wav
-35.36429,132.36116,-3.9143674,41.86407,4.038756,11.2309265,3.4425795,0.7445902,-12.159995,14.840531,1.4541677,0.16664691,3.1376777,blues,blues.00022_stretch.wav
22.918385,103.850044,3.2025704,29.737623,7.9449883,4.016398,2.3619347,-2.043878,-4.1228404,-2.173424,-2.8516743,-5.9576635,-6.1239653,blues,blues.00023_compress.wav
9.738774,122.31451,-6.038617,41.33274,2.9211247,7.093029,1.8926703,-1.1588297,-4.797702,-2.2115273,-3.8730009,-6.443892,-8.234434,blues,blues.00023_noise.wav
6.1770973,127.02985,-10.265559,45.15745,-0.4035255,9.918543,-0.49532688,0.89715815,-6.612582,-0.62630135,-5.2417717,-5.244226,-9.296517,blues,blues.00023_original.wav
-19.186224,122.71064,-9.387906,48.692955,-2.233019,8.854164,-3.0169835,-4.1651382,-8.218501,-2.130451,-7.7887435,-6.88026,-1.0519474,blues,blues.00023_pitch.wav
172.8023,71.6081,-0.06876874,13.373273,4.9226193,2.2711856,-0.89892685,-2.487262,-3.3914745,-1.8699585,-2.6409578,-4.9889894,-4.8057394,blues,blues.00023_reverb.wav
-27.780056,132.529,-16.212584,50.934704,1.8076391,10.560322,0.052252576,0.45240575,-8.011425,-0.5740212,-4.928589,-6.576514,-11.1438055,blues,blues.00023_stretch.wav
13.948898,100.40213,5.5595245,31.973923,8.285438,4.3018928,4.736325,0.0082231285,-1.5287033,0.35286227,0.49580893,0.39016145,-1.5966978,blues,blues.00024_compress.wav
-3.315266,119.86927,-2.5916598,44.01129,4.4725184,5.884247,4.5309706,0.5671409,-1.3818532,0.9172088,0.14403442,0.6489456,-3.1229293,blues,blues.00024_noise.wav
-7.673948,125.45932,-7.3197565,48.07143,1.1876614,8.469036,2.5166864,2.1441596,-2.679113,1.9592756,-0.66892576,1.3325714,-3.6843956,blues,blues.00024_original.wav
-36.70301,118.947395,-5.7845616,53.429707,-2.4387813,8.094658,-0.16511592,-0.9131106,-2.6802838,1.710251,-0.07487584,-0.72051144,-2.4315002,blues,blues.00024_pitch.wav
165.0258,65.545525,-1.3011019,12.928392,2.339103,0.40423805,-0.7415021,-2.2340078,-2.754229,-1.1678838,-1.3368505,-1.6427798,-2.1307473,blues,blues.00024_reverb.wav
-44.013405,129.792,-11.636832,57.47524,4.6139526,8.029441,2.4440784,0.83223385,-3.30904,0.59869105,-0.45552504,1.1397775,-3.333693,blues,blues.00024_stretch.wav
22.780336,102.52294,5.9692864,35.07601,11.673047,3.493522,3.893665,2.7987714,-0.535861,-0.56762844,-0.14360656,-0.5871552,-2.1527817,blues,blues.00025_compress.wav
